text	kind	city	script	has_diacritic
Завод за кибернетику	amenity	Doboj	cyrillic	0
Кукурића вртови	amenity	Trebinje	cyrillic	0
Липов лад	amenity	Bijeljina	cyrillic	0
МЛАДЕНКО	amenity	Prijedor	cyrillic	0
Максим	amenity	Banja Luka	cyrillic	0
Манастир Милошевац	amenity	Prijedor	cyrillic	0
Манастир Св. Петке	amenity	Bijeljina	cyrillic	0
Моја аpoteka	amenity	Banja Luka	cyrillic	0
Народна библиотека и музејска збирка Зворник	amenity	Zvornik	cyrillic	0
ОШ Бранко Ћопић	amenity	Prijedor	cyrillic	0
Озеро	amenity	Istočno Sarajevo	cyrillic	0
Пореска управа	amenity	Trebinje	cyrillic	0
Поште Српске	amenity	Brčko	cyrillic	0
Прва српска пивница	amenity	Doboj	cyrillic	0
Психијатријска служба	amenity	Prijedor	cyrillic	0
Радио Требиње	amenity	Trebinje	cyrillic	0
Републички хидрометеоролошки завод	amenity	Banja Luka	cyrillic	0
Саборни храм Рођења Пресвете Богородице	amenity	Zvornik	cyrillic	0
Саборни храм Светог Преображења Господњег	amenity	Trebinje	cyrillic	0
Саборни храм рођења Пресвете Богородице	amenity	Bijeljina	cyrillic	0
Св. Ап. Петар и Павле	amenity	Brčko	cyrillic	0
Светосавско - парохијски дом	amenity	Doboj	cyrillic	0
Сластичарна "Оаза"	amenity	Doboj	cyrillic	0
Споменик краљу Петру I Карађорђевићу	amenity	Bijeljina	cyrillic	0
Споменик палим борцима	amenity	Bijeljina	cyrillic	0
Територијална ватрогасна јединица Требиње	amenity	Trebinje	cyrillic	0
Херцеговачка Грачаница	amenity	Trebinje	cyrillic	0
Храм Светих Апостола Петра и Павла	amenity	Bijeljina	cyrillic	0
Храм Светих апостола Петра и Павла	amenity	Doboj	cyrillic	0
Храм Светог Василија Острошког	amenity	Bijeljina	cyrillic	0
Храм преноса моштију Светог оца Николаја	amenity	Brčko	cyrillic	0
Хришћанска адвентистичка црква	amenity	Doboj	cyrillic	0
Црква Вазнесења Господњег	amenity	Trebinje	cyrillic	0
Црква Светe Петке	amenity	Brčko	cyrillic	0
Црква Светих Јоакима и Ане	amenity	Bijeljina	cyrillic	0
Црква Светог Памтелејмона	amenity	Bijeljina	cyrillic	0
Црква светог Арханђела	amenity	Trebinje	cyrillic	0
Шалтерска пошта Бања Лука 11	amenity	Banja Luka	cyrillic	0
"Granap kod Bebe"	shop	Sarajevo	latin	0
"N market"	shop	Sarajevo	latin	0
"Nella"	shop	Livno	latin	0
"PERO" Građevinski materijal	shop	Zenica	latin	1
"ZIF"	shop	Livno	latin	0
3M	shop	Livno	latin	0
4 Sobe	shop	Banja Luka	latin	0
5 Plus	shop	Travnik	latin	0
5plus Športska kladionica	shop	Mostar	latin	1
A&D	shop	Banja Luka	latin	0
A&E	shop	Brčko	latin	0
A.C. Krželj	shop	Livno	latin	1
A.D. TRADE	shop	Tuzla	latin	0
AB AUTO doo	shop	Brčko	latin	0
AB fashion	shop	Tuzla	latin	0
AB style - Srebro & Satovi	shop	Tuzla	latin	0
AC Boras	shop	Mostar	latin	0
AC Braco	shop	Bihać	latin	0
AD	shop	Banja Luka	latin	0
ADO-V	shop	Mostar	latin	0
AK Marketi	shop	Sarajevo	latin	0
ALFA	shop	Mostar	latin	0
ALL AKSA d.o.o.	shop	Sarajevo	latin	0
ART galerija	shop	Goražde	latin	0
ARV d.o.o.	shop	Banja Luka	latin	0
ARV d.o.o. auto servis	shop	Banja Luka	latin	0
AS-AD	shop	Bihać	latin	0
ASPEK Ciglane	shop	Sarajevo	latin	0
AT Store Authorised Reseller	shop	Banja Luka	latin	0
AWT Shop - TC Robot Šip	shop	Sarajevo	latin	1
Adi-Ad (elektro-vodo materijal)	shop	Sarajevo	latin	0
Adidas	shop	Banja Luka	latin	0
Adidas Shop	shop	Livno	latin	0
Adil	shop	Sarajevo	latin	0
Admira	shop	Bijeljina	latin	0
Adna Commerce	shop	Bihać	latin	0
Adonis	shop	Banja Luka	latin	0
Afano salon namještaja	shop	Sarajevo	latin	1
Afrodita	shop	Tuzla	latin	0
Agencija Automotiv	shop	Sarajevo	latin	0
Agro centar Sjemenarna	shop	Brčko	latin	0
Agrocentar	shop	Trebinje	latin	0
Agromehanika Komerc	shop	Trebinje	latin	0
Aldi 3	shop	Mostar	latin	0
Alegro biznis	shop	Banja Luka	latin	0
Aleksa	shop	Bijeljina	latin	0
Alf-Om	shop	Banja Luka	latin	0
Alisa	shop	Sarajevo	latin	0
Alić Šped	shop	Zenica	latin	1
Aljoša i Saša	shop	Banja Luka	latin	1
Allure	shop	Sarajevo	latin	0
Allure by B	shop	Banja Luka	latin	0
Alma	shop	Travnik	latin	0
Alma & Maja	shop	Brčko	latin	0
Alma Ras	shop	Banja Luka	latin	0
Alma ras	shop	Mostar	latin	0
Alma-ras	shop	Sarajevo	latin	0
Almy	shop	Zenica	latin	0
Alpina	shop	Banja Luka	latin	0
Alvo	shop	Prijedor	latin	0
Ambrela D.o.o	shop	Sarajevo	latin	0
Amco	shop	Sarajevo	latin	0
Amfora	shop	Bihać	latin	0
Amif Trade	shop	Tuzla	latin	0
Amir	shop	Mostar	latin	0
Amko	shop	Sarajevo	latin	0
Amko Komerc	shop	Sarajevo	latin	0
Amko Komerc d.o.o	shop	Sarajevo	latin	0
Amko comerc d.d.	shop	Sarajevo	latin	0
Amko komerc	shop	Sarajevo	latin	0
Amko komerc d.o.o.	shop	Sarajevo	latin	0
Amna	shop	Brčko	latin	0
Amor	shop	Banja Luka	latin	0
Amra	shop	Bihać	latin	0
Anastasija	shop	Banja Luka	latin	0
Anel	shop	Bihać	latin	0
Anita	shop	Livno	latin	0
Antelj voće i povrće	shop	Trebinje	latin	1
Antika Starine	shop	Sarajevo	latin	0
Antonio	shop	Livno	latin	0
Antonio Commerce	shop	Mostar	latin	0
Antunović	shop	Brčko	latin	1
Apple Store	shop	Banja Luka	latin	0
Arbin Market	shop	Sarajevo	latin	0
Area Music Shop	shop	Brčko	latin	0
Arena Tekstil	shop	Banja Luka	latin	0
Arena hair Beauty Studio	shop	Tuzla	latin	0
Army Shop Banja Luka	shop	Banja Luka	latin	0
Arteli stolarija	shop	Livno	latin	0
Artis	shop	Brčko	latin	0
Astra	shop	Mostar	latin	0
Atlantis	shop	Bihać	latin	0
Atlas	shop	Prijedor	latin	0
AudioZona	shop	Banja Luka	latin	0
Auto Biss	shop	Travnik	latin	0
Auto Centar Tomić	shop	Sarajevo	latin	1
Auto DE-MI	shop	Banja Luka	latin	0
Auto Delux	shop	Sarajevo	latin	0
Auto Karameho	shop	Sarajevo	latin	0
Auto Lijanovići	shop	Mostar	latin	1
Auto Servis "Maki" Zvornik	shop	Zvornik	latin	0
Auto Servis Ljubijankić	shop	Cazin	latin	1
Auto Servis MIKO	shop	Sarajevo	latin	0
Auto centar Tomić Sarajevo	shop	Sarajevo	latin	1
Auto dijelovi	shop	Tuzla	latin	0
Auto elektricar Soldat	shop	Banja Luka	latin	0
Auto kuća Bošnjak	shop	Mostar	latin	1
Auto mehaničar Grabovac	shop	Tuzla	latin	1
Auto otpad Saki	shop	Banja Luka	latin	0
Auto servis "Miki"	shop	Sarajevo	latin	0
Auto servis Sesar	shop	Mostar	latin	0
Auto servis Zdravko	shop	Mostar	latin	0
AutoNuić doo	shop	Mostar	latin	1
AutoUnion	shop	Trebinje	latin	0
Autobusna Stanica prodaja karata	shop	Travnik	latin	0
Autocentar Beganović	shop	Zenica	latin	1
Autocentar Margetić	shop	Brčko	latin	1
Autodijelovi AS	shop	Mostar	latin	0
Autoelektričar Edo struja	shop	Brčko	latin	1
Autoelektričar Ranko	shop	Banja Luka	latin	1
Autoelektričarska radnja "Senči"	shop	Sarajevo	latin	1
Autoklub HF Motors	shop	Banja Luka	latin	0
Autolimarija i lakiranje Begičić	shop	Tuzla	latin	1
Automehanicar Luka"s	shop	Banja Luka	latin	0
Automehaničar Veljo	shop	Bijeljina	latin	1
Autoservis	shop	Sarajevo	latin	0
Autoservis Kovačević	shop	Bihać	latin	1
Autoservis LUKA"S	shop	Banja Luka	latin	0
Autoservis ČIP	shop	Mostar	latin	1
Avanti	shop	Sarajevo	latin	0
Axel	shop	Sarajevo	latin	0
Azel France	shop	Sarajevo	latin	0
AzelFrance	shop	Sarajevo	latin	0
B-M Company	shop	Brčko	latin	0
B-Spring	shop	Livno	latin	0
B-Time	shop	Banja Luka	latin	0
BABILON	shop	Sarajevo	latin	0
BDesign	shop	Bijeljina	latin	0
BEKO Shop "Lukavica"	shop	Istočno Sarajevo	latin	0
BEKO Shop Socijalno	shop	Sarajevo	latin	0
BELLONA	shop	Mostar	latin	0
BEST	shop	Trebinje	latin	0
BEST Blatuša	shop	Zenica	latin	1
BEST Grozd	shop	Travnik	latin	0
BEST Kalibunar	shop	Travnik	latin	0
BEST Korzo	shop	Travnik	latin	0
BEST Stanica	shop	Travnik	latin	0
BEST Supermarket 6	shop	Travnik	latin	0
BEST Travnik	shop	Travnik	latin	0
BET live	shop	Brčko	latin	0
BH FAN SHOP - Zvanični fan shop Nogometnog/Fudbalskog saveza BiH.	shop	Sarajevo	latin	1
BH Lutrija	shop	Mostar	latin	0
BH Play	shop	Bihać	latin	0
BH Telecom	shop	Banja Luka	latin	0
BIMACO	shop	Mostar	latin	0
BINGO 2	shop	Bihać	latin	0
BIOKOMERC	shop	Mostar	latin	0
BISCOM VELEPRODAJA,UPRAVA I SERVIS	shop	Banja Luka	latin	0
BND Namještaj	shop	Bihać	latin	1
BORBOLETA Joaillerie	shop	Mostar	latin	0
BORSA	shop	Mostar	latin	0
BPanel d.o.o. Zenica	shop	Zenica	latin	0
BS Fashion	shop	Banja Luka	latin	0
BUZZ	shop	Banja Luka	latin	0
Baby Shop "Bući-bu"	shop	Mostar	latin	1
Baby shop	shop	Bihać	latin	0
Badem Butik	shop	Banja Luka	latin	0
Bag Me	shop	Banja Luka	latin	0
Bagat	shop	Banja Luka	latin	0
Bagatela Dobrinja	shop	Sarajevo	latin	0
Baja	shop	Brčko	latin	0
Bajra	shop	Sarajevo	latin	0
Bajra Mesna industrija	shop	Bihać	latin	0
Bajra mesnica	shop	Tuzla	latin	0
Bakal	shop	Banja Luka	latin	0
Baldedaj	shop	Tuzla	latin	0
Balon dekor BH	shop	Sarajevo	latin	0
Banjalučanka B	shop	Banja Luka	latin	1
Barber Studio Amra	shop	Mostar	latin	0
Barber shop "Adrijana"	shop	Doboj	latin	0
Barbershop	shop	Banja Luka	latin	0
Barbosa	shop	Banja Luka	latin	0
Bata	shop	Banja Luka	latin	0
Bateri shop	shop	Banja Luka	latin	0
Bau Centar DŽENEX Tuzla	shop	Tuzla	latin	1
Bazar Kujundžiluk	shop	Mostar	latin	1
Be Cool American outlet	shop	Trebinje	latin	0
Be happy	shop	Brčko	latin	0
Bea	shop	Brčko	latin	0
Beauty Room	shop	Travnik	latin	0
Beauty Salon Andrea	shop	Mostar	latin	0
Bebakids	shop	Banja Luka	latin	0
Bee Betty Boop	shop	Sarajevo	latin	0
Beko	shop	Mostar	latin	0
Beko shop Vogošća	shop	Sarajevo	latin	1
Beko shop Vojničko polje	shop	Sarajevo	latin	1
Belamionix	shop	Tuzla	latin	0
Bella	shop	Bihać	latin	0
Bella Sposa	shop	Banja Luka	latin	0
Bella mua	shop	Mostar	latin	0
Bellona	shop	Zenica	latin	0
Benimi	shop	Cazin	latin	0
Beosport	shop	Banja Luka	latin	0
Berlina	shop	Bihać	latin	0
Bershka	shop	Banja Luka	latin	0
Best	shop	Sarajevo	latin	0
Bestdrive	shop	Mostar	latin	0
Bet Live	shop	Mostar	latin	0
BetOle	shop	Brčko	latin	0
Betty Boop	shop	Banja Luka	latin	0
Bešić	shop	Brčko	latin	1
Bicycle service	shop	Tuzla	latin	0
Biljni centar Eden	shop	Tuzla	latin	0
Bilo Trade	shop	Livno	latin	0
Bimek	shop	Zenica	latin	0
Bingo	shop	Sarajevo	latin	0
Bingo City Center Tuzla	shop	Tuzla	latin	0
Bingo Hipermarket	shop	Brčko	latin	0
Bingo Minimarket Tušanj	shop	Tuzla	latin	1
Bingo doo Miladije	shop	Tuzla	latin	0
Bio Corner	shop	Prijedor	latin	0
Bio Jasmina	shop	Mostar	latin	0
Bio Medic	shop	Banja Luka	latin	0
Biomedic	shop	Prijedor	latin	0
Bioshop	shop	Banja Luka	latin	0
Biro Kip	shop	Banja Luka	latin	0
Biroform DNS	shop	Sarajevo	latin	0
Birotehnika	shop	Goražde	latin	0
Biscom	shop	Banja Luka	latin	0
Biser	shop	Banja Luka	latin	0
Bislim	shop	Sarajevo	latin	0
BiŽ Sport	shop	Sarajevo	latin	1
Black & white	shop	Brčko	latin	0
Blukids	shop	Banja Luka	latin	0
Blutel	shop	Banja Luka	latin	0
Boba	shop	Banja Luka	latin	0
Bobo	shop	Banja Luka	latin	0
Body and Health Shop d.o.o. Sarajevo	shop	Sarajevo	latin	0
Bogičević	shop	Brčko	latin	1
Bojprom	shop	Banja Luka	latin	0
Bolid autocentar	shop	Doboj	latin	0
Bonatti	shop	Banja Luka	latin	0
Bonel	shop	Banja Luka	latin	0
Bonita	shop	Trebinje	latin	0
Bonžita	shop	Brčko	latin	1
Borac	shop	Sarajevo	latin	0
Borojević	shop	Doboj	latin	1
Borokor	shop	Tuzla	latin	0
Borovo	shop	Sarajevo	latin	0
Borton	shop	Banja Luka	latin	0
Bosanski farmer	shop	Bihać	latin	0
Bosna Gold	shop	Tuzla	latin	0
Bosnian Kingdom Shop	shop	Tuzla	latin	0
Bosnien Business Solutions	shop	Sarajevo	latin	0
Bost	shop	Bijeljina	latin	0
Bost Plus	shop	Bijeljina	latin	0
Boutique Donna	shop	Brčko	latin	0
Boutique Fanatic	shop	Brčko	latin	0
Boutique M&Madam	shop	Tuzla	latin	0
Boutique Noelle	shop	Mostar	latin	0
Bravo Fashion	shop	Banja Luka	latin	0
Breza	shop	Tuzla	latin	0
Brico	shop	Prijedor	latin	0
Brijačnica	shop	Travnik	latin	1
Brina	shop	Livno	latin	0
Brković	shop	Tuzla	latin	1
Brojler	shop	Sarajevo	latin	0
Brojler Market	shop	Mostar	latin	0
Brčko City Park	shop	Brčko	latin	1
Brčko Gas - Lakirnica	shop	Brčko	latin	1
Bubo	shop	Bihać	latin	0
Budin Comerc	shop	Cazin	latin	0
Bulevar	shop	Sarajevo	latin	0
Buregdžinica Slavinovići	shop	Tuzla	latin	1
Buregdžinica u Prolazu "MAUS"	shop	Trebinje	latin	1
Burekdžinica Midago	shop	Trebinje	latin	1
Bus Servis	shop	Bijeljina	latin	0
Butik	shop	Sarajevo	latin	0
Butik Amadeus	shop	Livno	latin	0
Butik Eden	shop	Brčko	latin	0
Butik Kuppon	shop	Brčko	latin	0
Buvljak	shop	Zenica	latin	0
Buzz	shop	Banja Luka	latin	0
CARPISA	shop	Mostar	latin	0
CENTRAL M d.o.o.	shop	Zenica	latin	0
CIAK Auto	shop	Prijedor	latin	0
CITY Group d.o.o.	shop	Sarajevo	latin	0
CLK INTERPROMET PC ZENICA	shop	Zenica	latin	0
CLK INTERPROMET-PC BIHAC	shop	Bihać	latin	0
CLK Interpromet-PC Sarajevo	shop	Sarajevo	latin	0
CLK-SKF	shop	Tuzla	latin	0
CM	shop	Tuzla	latin	0
CM - Cosmetic Market	shop	Bihać	latin	0
CM Cosmetic Market	shop	Sarajevo	latin	0
CM Mostar	shop	Mostar	latin	0
CM cosmetic market	shop	Istočno Sarajevo	latin	0
CPU Infotech	shop	Cazin	latin	0
CSV Optimus Energetix	shop	Sarajevo	latin	0
Caffe Aldi	shop	Mostar	latin	0
Cai Hong	shop	Mostar	latin	0
Calico	shop	Tuzla	latin	0
Calvin Klein	shop	Banja Luka	latin	0
Campus	shop	Mostar	latin	0
Capelli	shop	Banja Luka	latin	0
Car	shop	Banja Luka	latin	0
Carpisa	shop	Tuzla	latin	0
Casa Bianca	shop	Banja Luka	latin	0
Caseland	shop	Mostar	latin	0
Cash&Carry	shop	Tuzla	latin	0
Cat	shop	Banja Luka	latin	0
Ce.Com computers	shop	Brčko	latin	0
Celje	shop	Banja Luka	latin	0
Centrum	shop	Banja Luka	latin	0
Centrum Trade	shop	Doboj	latin	0
Cerketa	shop	Banja Luka	latin	0
Chemo Commerce	shop	Mostar	latin	0
Chique	shop	Mostar	latin	0
Ciciban	shop	Banja Luka	latin	0
Ciciban Mostar	shop	Mostar	latin	0
Ciklo Centar	shop	Sarajevo	latin	0
Cipelići	shop	Zvornik	latin	1
Cipelići-Oranž	shop	Sarajevo	latin	1
Citropolis	shop	Banja Luka	latin	0
City Center Bihać	shop	Bihać	latin	1
City Center Cazin	shop	Cazin	latin	0
City Point Tuzla	shop	Tuzla	latin	0
City Print	shop	Travnik	latin	0
City Time	shop	Banja Luka	latin	0
City print	shop	Banja Luka	latin	0
Cjecara Eden	shop	Tuzla	latin	0
Claire Noel Art Gallery	shop	Mostar	latin	0
Classy Butik	shop	Cazin	latin	0
Coco	shop	Cazin	latin	0
Cocozebra	shop	Tuzla	latin	0
CoffeeHouse	shop	Mostar	latin	0
ComTrade SHOP	shop	Tuzla	latin	0
ComeFort tattoo	shop	Banja Luka	latin	0
Commercial doo Computer shop	shop	Prijedor	latin	0
Como	shop	Banja Luka	latin	0
Comunicare	shop	Mostar	latin	0
Conex-AM d.o.o.	shop	Brčko	latin	0
Corner shop	shop	Sarajevo	latin	0
Cosmetic Market	shop	Mostar	latin	0
Cosmetic market (CM)	shop	Sarajevo	latin	0
Cosmos Commerce Tuzla	shop	Tuzla	latin	0
Crash eShop	shop	Sarajevo	latin	0
Creme de la Creme	shop	Banja Luka	latin	0
Crkvena knjižara Vidoslov	shop	Trebinje	latin	1
Croauto	shop	Mostar	latin	0
Cropp	shop	Banja Luka	latin	0
Crpologija BH - Oprema za ribolov	shop	Bijeljina	latin	0
Crvena Jabuka	shop	Tuzla	latin	0
Crvena Jabuka Market	shop	Cazin	latin	0
Cvjecara	shop	Sarajevo	latin	0
Cvjecara Carolija	shop	Tuzla	latin	0
Cvjetni atelje "Irina"	shop	Doboj	latin	0
Cvjetni studio Mak	shop	Tuzla	latin	0
Cvjećara	shop	Sarajevo	latin	1
Cvjećara "Orhideja"	shop	Doboj	latin	1
Cvjećara "Slavinca"	shop	Bijeljina	latin	1
Cvjećara EDO	shop	Mostar	latin	1
Cvjećara JASMINN	shop	Mostar	latin	1
Cvjećara Kaktus	shop	Trebinje	latin	1
Cvjećara Livia	shop	Sarajevo	latin	1
Cvjećara Ritual	shop	Trebinje	latin	1
Cvjećara Zulić	shop	Bihać	latin	1
Cvjećarna Ana	shop	Livno	latin	1
Cvjećarna Evely	shop	Tuzla	latin	1
Cvjećarnica "N-ella"	shop	Mostar	latin	1
Cvjećarnica Marijana	shop	Livno	latin	1
Cvjećarstvo Klindić	shop	Banja Luka	latin	1
Cyber Computers	shop	Mostar	latin	0
Cycling Shop Banja Luka	shop	Banja Luka	latin	0
D'S DAMAT	shop	Mostar	latin	0
DAPHNE	shop	Mostar	latin	0
DARC 2000	shop	Livno	latin	0
DENIS	shop	Mostar	latin	0
DG Informatika	shop	Mostar	latin	0
DIKA	shop	Sarajevo	latin	0
DIS&A PJ Borik	shop	Banja Luka	latin	0
DISKONT 2002	shop	Mostar	latin	0
DM market	shop	Sarajevo	latin	0
DMK - Kupi Grupno s.p.	shop	Banja Luka	latin	0
DOMOD	shop	Sarajevo	latin	0
DP Market	shop	Sarajevo	latin	0
DRAGSTOR	shop	Tuzla	latin	0
DUHAN trafike	shop	Tuzla	latin	0
DUHANPROMET	shop	Sarajevo	latin	0
Dabar Supermarket	shop	Brčko	latin	0
Dabar/Plima	shop	Brčko	latin	0
Daca Commerce	shop	Mostar	latin	0
Daca i Ana	shop	Banja Luka	latin	0
Daco	shop	Sarajevo	latin	0
Dama kao mama	shop	Banja Luka	latin	0
Dan & Noć	shop	Sarajevo	latin	1
Dan i Noć	shop	Mostar	latin	1
Dan i noć	shop	Banja Luka	latin	1
Danino	shop	Banja Luka	latin	0
Darovni Ducan	shop	Bihać	latin	0
Dash	shop	Banja Luka	latin	0
Dač	shop	Goražde	latin	1
DeFacto	shop	Zenica	latin	0
Dea	shop	Banja Luka	latin	0
Dea Cosmetics	shop	Banja Luka	latin	0
Deichmann	shop	Banja Luka	latin	0
Deichmann Goražde	shop	Goražde	latin	1
Dejanović	shop	Prijedor	latin	1
Dekor	shop	Banja Luka	latin	0
Delijas Prehrana	shop	Sarajevo	latin	0
Delmod	shop	Tuzla	latin	0
Delna	shop	Cazin	latin	0
Delta PC	shop	Banja Luka	latin	0
Demo Electronic Mobitel Shop Mostar	shop	Mostar	latin	0
Denis	shop	Cazin	latin	0
Deny	shop	Sarajevo	latin	0
Deny Market	shop	Sarajevo	latin	0
Deny Prom Marketi	shop	Sarajevo	latin	0
Denyprom	shop	Sarajevo	latin	0
Derman	shop	Brčko	latin	0
Dermatološko Kozmetički Centar Farah	shop	Tuzla	latin	1
Destilerija Aperitivo Bar & Shop Vukoje	shop	Trebinje	latin	0
Dexy Co	shop	Banja Luka	latin	0
Diadora	shop	Bihać	latin	0
Diamond Beauty Studio	shop	Cazin	latin	0
Didaco shop	shop	Banja Luka	latin	0
Didaco shop Starčevica	shop	Banja Luka	latin	1
Digital Print	shop	Bihać	latin	0
Digitrend	shop	Mostar	latin	0
Dimal	shop	Mostar	latin	0
Dinkom (elektro-vodo materijal)	shop	Sarajevo	latin	0
Diona	shop	Banja Luka	latin	0
Diopta	shop	Banja Luka	latin	0
Diskont Arizona	shop	Istočno Sarajevo	latin	0
Ditta	shop	Zenica	latin	0
Diva	shop	Sarajevo	latin	0
Divan	shop	Sarajevo	latin	0
Dobojka Pekara	shop	Doboj	latin	0
Dolce Vita	shop	Tuzla	latin	0
Dolina sunca	shop	Mostar	latin	0
Domax	shop	Bijeljina	latin	0
Domaće pecivo	shop	Banja Luka	latin	1
Domus enterijeri	shop	Banja Luka	latin	0
Donna Bella Hairstyle	shop	Mostar	latin	0
Doo Cimss	shop	Prijedor	latin	0
Doo Robini	shop	Prijedor	latin	0
Dori	shop	Mostar	latin	0
Dormeo Home	shop	Brčko	latin	0
Dragstor Palma	shop	Sarajevo	latin	0
Drinex	shop	Goražde	latin	0
Drink & More	shop	Banja Luka	latin	0
Društveno kulturni centar "Incel"	shop	Banja Luka	latin	1
Drvo Promet DP Market	shop	Sarajevo	latin	0
Drvopromet d.o.o.	shop	Sarajevo	latin	0
Duga Tehna	shop	Mostar	latin	0
Duhan	shop	Tuzla	latin	0
Duhanpromet	shop	Sarajevo	latin	0
Duplex 100m2	shop	Sarajevo	latin	0
Dvorana Kasindo	shop	Istočno Sarajevo	latin	0
DŽI PROM	shop	Livno	latin	1
Džena	shop	Travnik	latin	1
Dženi inox	shop	Brčko	latin	1
Džiho	shop	Mostar	latin	1
E-Feel	shop	Banja Luka	latin	0
E.R. Dervić	shop	Travnik	latin	1
EGLO	shop	Banja Luka	latin	0
ELIT NUTRITION	shop	Mostar	latin	0
ELMAX DOO	shop	Sarajevo	latin	0
EM Auto shop	shop	Tuzla	latin	0
EN Plast	shop	Zenica	latin	0
ENMON	shop	Bihać	latin	0
ERONET Centar	shop	Sarajevo	latin	0
ERONET centar	shop	Banja Luka	latin	0
ESA computers	shop	Brčko	latin	0
EURO FANY	shop	Prijedor	latin	0
EUROSTART	shop	Bihać	latin	0
EXPO Auto doo	shop	Tuzla	latin	0
East Code	shop	Prijedor	latin	0
EastCode	shop	Banja Luka	latin	0
Ecco	shop	Banja Luka	latin	0
Edina i Suada	shop	Tuzla	latin	0
Egipat	shop	Sarajevo	latin	0
Eki	shop	Banja Luka	latin	0
Eko Stridon Diskont	shop	Livno	latin	0
Ekor Komerc	shop	Zenica	latin	0
El Beauty	shop	Tuzla	latin	0
El-rad	shop	Travnik	latin	0
Elcol Elektro	shop	Livno	latin	0
Eldi-Sabina	shop	Brčko	latin	0
Elegant	shop	Mostar	latin	0
Elektro Krezo	shop	Livno	latin	0
Elektro Vukojević trgovina	shop	Banja Luka	latin	1
Elektro centar	shop	Mostar	latin	0
Elektro test d.o.o.	shop	Sarajevo	latin	0
Elektrofrigo	shop	Banja Luka	latin	0
Elektronika	shop	Banja Luka	latin	0
Elektrotehna (elektro oprema)	shop	Sarajevo	latin	0
Elim	shop	Banja Luka	latin	0
Ella	shop	Banja Luka	latin	0
Ellux	shop	Mostar	latin	0
Eltom	shop	Mostar	latin	0
Elwork	shop	Tuzla	latin	0
Ema	shop	Tuzla	latin	0
Eman	shop	Sarajevo	latin	0
Emina	shop	Goražde	latin	0
Emina-S	shop	Brčko	latin	0
Emporium TC	shop	Bijeljina	latin	0
Ena	shop	Prijedor	latin	0
Enchanté	shop	Travnik	latin	0
English Home	shop	Tuzla	latin	0
Enjoy Miss	shop	Prijedor	latin	0
Enmon	shop	Sarajevo	latin	0
Esopromet	shop	Mostar	latin	0
Euro Fani	shop	Prijedor	latin	0
Euro-Blitz	shop	Brčko	latin	0
Euroklas pekara	shop	Sarajevo	latin	0
Eurolink (poljoprivredna apoteka)	shop	Sarajevo	latin	0
Euromaster	shop	Tuzla	latin	0
Euroservis	shop	Livno	latin	0
Euroservis d.o.o. Livno	shop	Livno	latin	0
Ever Green	shop	Banja Luka	latin	0
Evropa	shop	Tuzla	latin	0
Extreme Intimo	shop	Banja Luka	latin	0
Extreme Intimo Doboj	shop	Doboj	latin	0
F-AC	shop	Sarajevo	latin	0
F-AC servis	shop	Sarajevo	latin	0
F1	shop	Sarajevo	latin	0
FIBEX	shop	Sarajevo	latin	0
FIS	shop	Bihać	latin	0
FIS Brčko	shop	Brčko	latin	1
Fagner	shop	Sarajevo	latin	0
Fair Play	shop	Brčko	latin	0
FairPlay	shop	Brčko	latin	0
Faka	shop	Goražde	latin	0
Family	shop	Banja Luka	latin	0
FanTex	shop	Brčko	latin	0
Fani	shop	Bihać	latin	0
Fantastiko	shop	Banja Luka	latin	0
Faradis & co	shop	Tuzla	latin	0
Farina	shop	Sarajevo	latin	0
Fashion	shop	Sarajevo	latin	0
Fashion & Friends	shop	Banja Luka	latin	0
Fashion Kids	shop	Prijedor	latin	0
Fashion Lady	shop	Mostar	latin	0
Fashion point	shop	Bijeljina	latin	0
Feleprom	shop	Brčko	latin	0
Fetah	shop	Mostar	latin	0
Fiat Servis	shop	Sarajevo	latin	0
Fiat servis	shop	Sarajevo	latin	0
Fiki	shop	Travnik	latin	0
Filek	shop	Bihać	latin	0
Fincredit	shop	Banja Luka	latin	0
Fistikzade	shop	Sarajevo	latin	0
Fitnesoprema.ba	shop	Banja Luka	latin	0
Flash doo kozmetik shop	shop	Sarajevo	latin	0
FlexCredit	shop	Banja Luka	latin	0
Floor Design d.o.o.	shop	Banja Luka	latin	0
Flora	shop	Travnik	latin	0
Flormar	shop	Banja Luka	latin	0
Flower shop	shop	Sarajevo	latin	0
Folija centar Zenica	shop	Zenica	latin	0
Fono Medic	shop	Banja Luka	latin	0
Formula	shop	Mostar	latin	0
Fortuna City	shop	Brčko	latin	0
Fortuna Tours	shop	Mostar	latin	0
Forum	shop	Livno	latin	0
Foto Anigo	shop	Mostar	latin	0
Foto Kelava	shop	Livno	latin	0
Foto Marin	shop	Livno	latin	0
Foto Momo	shop	Trebinje	latin	0
Foto Muđi	shop	Tuzla	latin	1
Foto Nešo	shop	Brčko	latin	1
Foto Rekord	shop	Trebinje	latin	0
Foto Simić	shop	Banja Luka	latin	1
Foto Spektar	shop	Brčko	latin	0
Foto Studio braće Pehar	shop	Mostar	latin	1
Foto VASKE Istočno Sarajevo	shop	Sarajevo	latin	1
Foto studio Karadža	shop	Livno	latin	1
Fotokopirnica "PYRUS"	shop	Zenica	latin	0
Fotosuper	shop	Goražde	latin	0
