case_id	source	bs	en	terms	categories	accept_en	variant_bs	variant_swaps
flores-825	flores	Ako želite na jeftin način vidjeti svijet, zbog potrebe, životnog stila ili izazova, postoji nekoliko načina da to učinite.	If you want to see the world on the cheap, for necessity, lifestyle or challenge, there are some ways to do that.	svijet	yat	world	Ako želite na jeftin način vidjeti svet, zbog potrebe, životnog stila ili izazova, postoji nekoliko načina da to učinite.	svijet>svet
flores-828	flores	Ovim savjetom se podrazumijeva da putnici ne kradu, ne upadaju neovlašteno na privatni posjed, ne učestvuju na ilegalnom tržištu, ne prose, niti da na neki drugi način iskorištavaju druge ljude radi vlastite koristi.	The advice assumes that travellers do not steal, trespass, participate in the illegal market, beg, or otherwise exploit other people for their own gain.	učestvuju	lex	participate	Ovim savjetom se podrazumijeva da putnici ne kradu, ne upadaju neovlašteno na privatni posjed, ne sudjeluju na ilegalnom tržištu, ne prose, niti da na neki drugi način iskorištavaju druge ljude radi vlastite koristi.	učestvuju>sudjeluju
flores-830	flores	U nekim prekograničnim vozovima kontrole se provode dok je voz u pokretu i sa sobom biste prilikom ukrcavanja u jedan od tih vozova trebali imati važeću ličnu kartu.	In some cross-border trains inspections are done on the running train and you should have valid ID with you when boarding one of those trains.	voz|vozova	lex|lex	train|trains,train	U nekim prekograničnim vozovima kontrole se provode dok je vlak u pokretu i sa sobom biste prilikom ukrcavanja u jedan od tih vlakova trebali imati važeću ličnu kartu.	voz>vlak|vozova>vlakova
flores-849	flores	Hangi obrok se kuha u vrućoj jami u zemlji.	A Hangi Meal is cooked in a hot pit in the ground.	kuha	h	cooked		
flores-850	flores	Jama se zagrijava vrućim kamenjem iz vatre ili geotermalna toplota čini površine tla na nekim mjestima prirodno vrućim.	The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.	mjestima	yat	places	Jama se zagrijava vrućim kamenjem iz vatre ili geotermalna toplota čini površine tla na nekim mestima prirodno vrućim.	mjestima>mestima
flores-852	flores	Nekoliko mjesta u Rotoruau u ponudi ima geotermalni hangi, a druge hangije možete probati u Christchurchu, Wellingtonu i na drugim mjestima.	Several places in Rotorua offer geothermal hangi, while other hangi can be sampled in Christchurch, Wellington and elsewhere.	mjestima	yat	places	Nekoliko mjesta u Rotoruau u ponudi ima geotermalni hangi, a druge hangije možete probati u Christchurchu, Wellingtonu i na drugim mestima.	mjestima>mestima
flores-854	flores	MetroPlus je udobniji i manje pretrpan, ali je malo skuplji, mada je ipak jeftiniji od uobičajenih karata za metro u Evropi.	MetroPlus is more comfortable and less crowded but slightly more expensive, though still cheaper than normal metro tickets in Europe.	evropi	lex	europe	MetroPlus je udobniji i manje pretrpan, ali je malo skuplji, mada je ipak jeftiniji od uobičajenih karata za metro u Europi.	Evropi>Europi
flores-855	flores	Svaki voz ima i MetroPlus i Metro vagone. MetroPlus vagoni su uvijek smješteni na kraju voza koji je najbliži Cape Townu.	Every train has both MetroPlus and Metro coaches; the MetroPlus coaches are always on the end of the train nearest Cape Town.	voz|voza	lex|lex	train|train	Svaki vlak ima i MetroPlus i Metro vagone. MetroPlus vagoni su uvijek smješteni na kraju vlaka koji je najbliži Cape Townu.	voz>vlak|voza>vlaka
flores-880	flores	Ovi zahtjevi često zavise od toga koje države je putnik posjetio ili koje namjerava posjetiti.	These requirements may often depend on what countries a traveller has visited or intends to visit.	namjerava	yat	intends	Ovi zahtjevi često zavise od toga koje države je putnik posjetio ili koje namerava posjetiti.	namjerava>namerava
flores-881	flores	Jedna od snažnih tačaka grada Charlotte u Sjevernoj Karolini je to što ima mnogo visokokvalitetnih mogućnosti za porodice.	One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.	porodice	lex	families	Jedna od snažnih tačaka grada Charlotte u Sjevernoj Karolini je to što ima mnogo visokokvalitetnih mogućnosti za obitelji.	porodice>obitelji
flores-882	flores	Stanovnici iz drugih područja obično navode prikladnost za porodice kao glavni razlog preseljenja, a posjetioci obično smatraju da je u ovom gradu lako uživati sa djecom.	Residents from other areas often cite family-friendliness as a primary reason for moving there, and visitors often find the city easy to enjoy with children around.	porodice	lex	family	Stanovnici iz drugih područja obično navode prikladnost za obitelji kao glavni razlog preseljenja, a posjetioci obično smatraju da je u ovom gradu lako uživati sa djecom.	porodice>obitelji
flores-884	flores	Porodice u Charlotteu obično ne koriste taksi, iako bi u određenim okolnostima mogli biti od koristi.	Taxis are not generally used by families in Charlotte, though they can be of some use in certain circumstances.	porodice	lex	families	Obitelji u Charlotteu obično ne koriste taksi, iako bi u određenim okolnostima mogli biti od koristi.	Porodice>Obitelji
flores-900	flores	Problem je u tome što je snijeg ljepljiv pa ga treba prodrmati da bi spao a ako malo snijega padne to može da povuče i ostatak za sobom.	The problem is that snow is sticky, so it needs some triggering to come down, and some snow coming down can be the triggering event for the rest.	snijeg	yat	snow	Problem je u tome što je sneg ljepljiv pa ga treba prodrmati da bi spao a ako malo snijega padne to može da povuče i ostatak za sobom.	snijeg>sneg
flores-901	flores	Ponekad je početni uzrok sunce koje zagrijava snijeg, ponekad dodatne snježne padavine, a ponekad drugi prirodni događaji, često ljudi.	Sometimes the original trigging event is the sun warming the snow, sometimes some more snowfall, sometimes other natural events, often a human.	snijeg	yat	snow	Ponekad je početni uzrok sunce koje zagrijava sneg, ponekad dodatne snježne padavine, a ponekad drugi prirodni događaji, često ljudi.	snijeg>sneg
flores-926	flores	Ako koristite dron, unaprijed provjerite šta smijete snimati, a za šta je potrebna dozvola ili dodatna licenca.	If using a drone, check well in advance as to what you are allowed to film and what permits or additional licensing are required.	unaprijed	yat	advance	Ako koristite dron, unapred provjerite šta smijete snimati, a za šta je potrebna dozvola ili dodatna licenca.	unaprijed>unapred
flores-928	flores	Danas se avionska putovanja veoma rijetko rezerviraju direktno putem aviokompanije bez prethodnog istraživanja i usporedbe cijena.	Nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices.	avionska|rijetko|cijena	lex|yat|yat	travel,air|rarely|prices	Danas se avionska putovanja veoma retko rezerviraju direktno putem aviokompanije bez prethodnog istraživanja i usporedbe cena.	rijetko>retko|cijena>cena
flores-943	flores	Život i volontiranje u stranoj zemlji je odličan način da upoznate drugu kulturu, upoznate nove ljude, naučite o sebi, dobijete smisao perspektive i usvojite nove vještine.	Living and volunteering in a foreign country is a great way to get to know a different culture, meet new people, learn about yourself, get a sense of perspective and even gain new skills.	vještine	yat	skills	Život i volontiranje u stranoj zemlji je odličan način da upoznate drugu kulturu, upoznate nove ljude, naučite o sebi, dobijete smisao perspektive i usvojite nove veštine.	vještine>veštine
flores-945	flores	Vikinzi su koristili ruske plovne puteve da bi stigli do Crnog i Kaspijskog mora. Dijelovi ovih puteva se i dalje mogu koristiti. Provjerite trebaju li vam posebne dozvole koje je možda teško dobiti.	Vikings used the Russian waterways to get to the Black Sea and Caspian Sea. Parts of these routes can still be used. Check possible need for special permits, which may be difficult to get.	dijelovi	yat	parts	Vikinzi su koristili ruske plovne puteve da bi stigli do Crnog i Kaspijskog mora. Delovi ovih puteva se i dalje mogu koristiti. Provjerite trebaju li vam posebne dozvole koje je možda teško dobiti.	Dijelovi>Delovi
flores-956	flores	Nemojte zaboraviti uračunati dodatne troškove dodatnih viza, taksu na odlazak, prijevoz kopnom, itd. Za sva mjesta izvan Afrike.	Don't forget to add in the extra costs of additional visas, departure taxes, ground transportation, etc. for all those places outside of Africa.	prijevoz	yat	transportation	Nemojte zaboraviti uračunati dodatne troškove dodatnih viza, taksu na odlazak, prevoz kopnom, itd. Za sva mjesta izvan Afrike.	prijevoz>prevoz
flores-958	flores	Nijedno partnerstvo između aviokompanija ne pokriva sva tri okeanska prijelaza na Južnoj hemisferi (a SkyTeam ne pokriva ni jedan od prijelaza).	No airline alliance covers all three ocean crossings in the Southern Hemisphere (and SkyTeam covers none of the crossings).	prijelaza	yat	crossings	Nijedno partnerstvo između aviokompanija ne pokriva sva tri okeanska prelaza na Južnoj hemisferi (a SkyTeam ne pokriva ni jedan od prelaza).	prijelaza>prelaza
flores-965	flores	CIjeli distrikt nalazi se na UNESCO-ovom popisu svjetske baštine zbog jedinstvene kulturne i historijske vrijednosti, a vrijednosti nekretnina su među najvišim u državi.	The whole district is designated as a UNESCO World Heritage Site for its unique cultural and historical value, and its property values are among the highest of the country.	historijske|vrijednosti	lex|yat	historical|values	CIjeli distrikt nalazi se na UNESCO-ovom popisu svjetske baštine zbog jedinstvene kulturne i istorijske vrednosti, a vrednosti nekretnina su među najvišim u državi.	historijske>istorijske|vrijednosti>vrednosti
flores-969	flores	Dio njegovog šarma je nedostatak vidljivog korporativnog razvoja. Putevi, vozovi i čamci povezuju sela i automobili ne mogu doći do njih izvana.	Part of its charm is the lack of visible corporate development. Paths, trains and boats connect the villages, and cars cannot reach them from the outside.	vozovi	lex	trains	Dio njegovog šarma je nedostatak vidljivog korporativnog razvoja. Putevi, vlakovi i čamci povezuju sela i automobili ne mogu doći do njih izvana.	vozovi>vlakovi
flores-976	flores	Pomoćni jezici su umjetni ili izmišljeni jezici koji su kreirani s namjerom da potpomognu komunikaciju između ljudi koji bi u suprotnom imali poteškoća prilikom komuniciranja.	Auxiliary languages are artificial or constructed languages created with the intent of facilitating communication between peoples who would otherwise have difficulty communicating.	namjerom	yat	intent	Pomoćni jezici su umjetni ili izmišljeni jezici koji su kreirani s namerom da potpomognu komunikaciju između ljudi koji bi u suprotnom imali poteškoća prilikom komuniciranja.	namjerom>namerom
flores-984	flores	Kod ljudi je ukupno prijavljeno manje od hiljadu slučajeva, ali neki od njih bili su smrtni.	Fewer than a thousand cases have ever been reported in humans, but some of them have been fatal.	hiljadu	lex	thousand	Kod ljudi je ukupno prijavljeno manje od tisuću slučajeva, ali neki od njih bili su smrtni.	hiljadu>tisuću
flores-998	flores	Dr Ehud Ur, profesor medicine na Univerzitetu Dalhousie u Halifaxu, Nova Škotska i predsjednik kliničkog i naučnog odjeljenja Kanadske asocijacije za dijabetes, upozorio je da je istraživanje još uvijek u ranim danima.	Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.	univerzitetu	lex	university		
flores-1010	flores	USA Gymnastics podržava pismo Olimpijskog komiteta Sjedinjenih Država i prihvata apsolutnu potrebu da olimpijska porodica promovira sigurno okruženje za sve sportaše.	USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.	porodica	lex	family	USA Gymnastics podržava pismo Olimpijskog komiteta Sjedinjenih Država i prihvata apsolutnu potrebu da olimpijska obitelj promovira sigurno okruženje za sve sportaše.	porodica>obitelj
flores-1011	flores	Slažemo se s izjavom Olimpijskog i paraolimpijskog komiteta SAD-a (USOC) da se interesima naših sportaša i klubova te njihovih sportova može više doprinijeti kroz značajnu promjenu u našoj organizaciji umjesto kroz decertifikaciju.	We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.	promjenu	yat	change	Slažemo se s izjavom Olimpijskog i paraolimpijskog komiteta SAD-a (USOC) da se interesima naših sportaša i klubova te njihovih sportova može više doprinijeti kroz značajnu promenu u našoj organizaciji umjesto kroz decertifikaciju.	promjenu>promenu
flores-1012	flores	SAD Gimnastika podržava nezavisnu istragu koja bi mogla rasvijetliti kako je zlostavljanje čije su proporcije tako hrabro opisale žrtve Larryja Nassara moglo tako dugo ostati neotkriveno i da prihvati sve potrebne i odgovarajuće promjene.	USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.	promjene	yat	changes	SAD Gimnastika podržava nezavisnu istragu koja bi mogla rasvijetliti kako je zlostavljanje čije su proporcije tako hrabro opisale žrtve Larryja Nassara moglo tako dugo ostati neotkriveno i da prihvati sve potrebne i odgovarajuće promene.	promjene>promene
flores-1020	flores	Dvije pjesme iz filma, Audition (The Fools Who Dream) i City of Stars, su nominirane za najbolju originalnu pjesmu. Lionsgate studio je dobio 26 nominacija, što je više od bilo kojeg drugog studija.	Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.	pjesme|pjesmu	yat|yat	songs,song|song	Dvije pesme iz filma, Audition (The Fools Who Dream) i City of Stars, su nominirane za najbolju originalnu pesmu. Lionsgate studio je dobio 26 nominacija, što je više od bilo kojeg drugog studija.	pjesme>pesme|pjesmu>pesmu
flores-1021	flores	U izjavi dostavljenoj kasno u nedjelju putem glasnogovornika, predsjednik Sjedinjenih Država Donald Trump najavio je da će trupe SAD-a napustiti Siriju.	Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.	nedjelju	yat	sunday	U izjavi dostavljenoj kasno u nedelju putem glasnogovornika, predsjednik Sjedinjenih Država Donald Trump najavio je da će trupe SAD-a napustiti Siriju.	nedjelju>nedelju
flores-1022	flores	Najava je uslijedila nakon telefonskog razgovora između Trumpa i turskog predsjednika Recepa Tayyipa Erdoğana.	The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.	predsjednika	yat	president	Najava je uslijedila nakon telefonskog razgovora između Trumpa i turskog predsednika Recepa Tayyipa Erdoğana.	predsjednika>predsednika
flores-1041	flores	Duvall, koji je oženjen i ima dvoje odrasle djece, nije ostavio značajan utisak na Millera na kojeg se priča odnosila.	Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.	djece	yat	children	Duvall, koji je oženjen i ima dvoje odrasle dece, nije ostavio značajan utisak na Millera na kojeg se priča odnosila.	djece>dece
flores-1050	flores	Izvještaj je veoma kritičan prema skoro svakom aspektu sadašnje politike izvršne vlasti prema Iraku i traži hitan zaokret u smjeru politike.	The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.	smjeru	yat	direction	Izvještaj je veoma kritičan prema skoro svakom aspektu sadašnje politike izvršne vlasti prema Iraku i traži hitan zaokret u smeru politike.	smjeru>smeru
flores-1053	flores	Svoju namjeru da se kandidira za predsjednika gđa Kirchner najavila je u Argentinskom teatru, na istoj lokaciji na kojoj je 2005. godine započela svoju kampanju za Senat, kao članica delegacije pokrajine Buenos Aires.	Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.	predsjednika	yat	president	Svoju namjeru da se kandidira za predsednika gđa Kirchner najavila je u Argentinskom teatru, na istoj lokaciji na kojoj je 2005. godine započela svoju kampanju za Senat, kao članica delegacije pokrajine Buenos Aires.	predsjednika>predsednika
flores-1060	flores	Historičari su kritizirali dosadašnje politike FBI-ja zbog usmjeravanja resursa na slučajeve koji su lako rešivi, a posebno na slučajeve koji se odnose na ukradene automobile, s namjerom da se poveća stopa uspješnosti ove agencije.	Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.	namjerom	yat	intent	Historičari su kritizirali dosadašnje politike FBI-ja zbog usmjeravanja resursa na slučajeve koji su lako rešivi, a posebno na slučajeve koji se odnose na ukradene automobile, s namerom da se poveća stopa uspješnosti ove agencije.	namjerom>namerom
flores-1067	flores	Nakon sedmice poraza na izborima za Kongres, Bush je publici pričao o proširenju trgovine u Aziji.	After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.	sedmice	lex	week		
flores-1076	flores	Bushov portparol, Gordon Johndroe, rekao je da su napori Sjeverne Koreje „veliki korak usmjeren prema postizanju denuklearizacije Korejskog poluostrva koju je moguće provjeriti.“	"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula."""	sjeverne	yat	north	Bushov portparol, Gordon Johndroe, rekao je da su napori Severne Koreje „veliki korak usmjeren prema postizanju denuklearizacije Korejskog poluostrva koju je moguće provjeriti.“	Sjeverne>Severne
flores-1111	flores	Širenje epidemije podstaklo je vladu Indije da poduzme mjere poput raspoređivanja hvatača svinja u područjima koja su ozbiljno pogođena, podjele hiljada mreža protiv komaraca i prskanja pesticidima.	The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides.	mjere|hiljada	yat|lex	measures|thousands	Širenje epidemije podstaklo je vladu Indije da poduzme mere poput raspoređivanja hvatača svinja u područjima koja su ozbiljno pogođena, podjele tisuća mreža protiv komaraca i prskanja pesticidima.	mjere>mere|hiljada>tisuća
flores-1142	flores	Prema finalnim rezultatima predsjedničkih i parlamentarnih izbora u Namibiji, aktuelni predsjednik, Hifikepunye Pohamba, ponovo je većinski izabran.	Final results from Namibian presidential and parliamentary elections have indicated that the incumbent president, Hifikepunye Pohamba, has been reelected by a large margin.	predsjedničkih	yat	presidential	Prema finalnim rezultatima predsedničkih i parlamentarnih izbora u Namibiji, aktuelni predsjednik, Hifikepunye Pohamba, ponovo je većinski izabran.	predsjedničkih>predsedničkih
flores-1147	flores	Medicinska humanitarna organizacija Mangola, Ljekari bez granica i Svjetska zdravstvena organizacija tvrde da je to najgora epidemija zabilježena u zemlji.	The medical charity Mangola, Medecines Sans Frontieres and the World Health Organisation say it is the worst outbreak recorded in the country.	svjetska	yat	world	Medicinska humanitarna organizacija Mangola, Ljekari bez granica i Svetska zdravstvena organizacija tvrde da je to najgora epidemija zabilježena u zemlji.	Svjetska>Svetska
flores-1177	flores	Posljednja utakmica u ovoj seriji održat će se sljedeće sedmice u Ellis Parku u Johannesburgu, kada će Springboksi igrati protiv Australije.	The final match of the series will take place at Ellis Park in Johannesburg next week, when the Springboks play Australia.	sedmice	lex	week		
flores-1179	flores	Od američkog Geološkog zavoda (USGS) i njegovog Nacionalnog informativnog centra za zemljotres nisu primljeni neposredni izvještaji o šteti.	No immediate reports of damage have been received by the United States Geological Survey (USGS) and its National Earthquake Information Center.	izvještaji	yat	reports	Od američkog Geološkog zavoda (USGS) i njegovog Nacionalnog informativnog centra za zemljotres nisu primljeni neposredni izveštaji o šteti.	izvještaji>izveštaji
flores-1213	flores	Kineska novinska agencija Xinhua ranije je izvijestila da je avion otet.	Earlier the Chinese news agency Xinhua reported a plane to be hijacked.	avion	lex	plane	Kineska novinska agencija Xinhua ranije je izvijestila da je zrakoplov otet.	avion>zrakoplov
flores-1214	flores	Kasniji izvještaji naveli su da je avion dobio prijetnju bombom i da je vraćen u Afganistan, sletjevši u Kandahar.	Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.	avion	lex	plane	Kasniji izvještaji naveli su da je zrakoplov dobio prijetnju bombom i da je vraćen u Afganistan, sletjevši u Kandahar.	avion>zrakoplov
flores-1215	flores	U prvim izvještajima navodi se da je avion vraćen u Afganistan nakon što mu nije odobreno hitno slijetanje u Ürümqiju.	The early reports say the plane was diverted back to Afghanistan after being denied an emergency landing in Ürümqi.	izvještajima|avion	yat|lex	reports|plane	U prvim izveštajima navodi se da je zrakoplov vraćen u Afganistan nakon što mu nije odobreno hitno slijetanje u Ürümqiju.	izvještajima>izveštajima|avion>zrakoplov
flores-1218	flores	Ranije ove sedmice, u padu policijskog helikoptera tri osobe su poginule, a tri su povrijeđene.	Earlier this week, a police helicopter crash killed three people and wounded three more.	sedmice	lex	week		
flores-1219	flores	Prošli mjesec Iran je doživio najgoru avionsku katastrofu kada se avion koji je letio za Armeniju srušio, pri čemu je poginulo 168 ljudi.	Last month Iran saw its worst air disaster in years when an airliner heading to Armenia crashed, killing the 168 on board.	mjesec	yat	month	Prošli mesec Iran je doživio najgoru avionsku katastrofu kada se avion koji je letio za Armeniju srušio, pri čemu je poginulo 168 ljudi.	mjesec>mesec
flores-1223	flores	Turneju su otkazali jer se pjevač Steven Tyler povrijedio u padu s bine tokom nastupa 5. avgusta.	They have cancelled the tour after lead singer Steven Tyler was injured after he fell off stage while performing on August 5.	pjevač	yat	singer	Turneju su otkazali jer se pevač Steven Tyler povrijedio u padu s bine tokom nastupa 5. avgusta.	pjevač>pevač
flores-1228	flores	Poznati pjevači širom zemlje predstavili su badžan, ili posvećene pjesme, stopalima Shri Shyam.	Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.	pjesme	yat	songs	Poznati pjevači širom zemlje predstavili su badžan, ili posvećene pesme, stopalima Shri Shyam.	pjesme>pesme
flores-1229	flores	Pjevač Sanju Sharma započeo je veče, a uslijedio je Jiai Shankar Choudhary. Predstavio je i chhappan bhog bhajan. U njegovoj pratnji bio je pjevač Raju Khandelwal.	Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.	pjevač	yat	singer	Pevač Sanju Sharma započeo je veče, a uslijedio je Jiai Shankar Choudhary. Predstavio je i chhappan bhog bhajan. U njegovoj pratnji bio je pjevač Raju Khandelwal.	Pjevač>Pevač
flores-1254	flores	Univerzitetski istraživači su rekli da dva jedinjenja reagiraju jedno s drugim i formiraju kristale koji mogu blokirati funkciju bubrega.	The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.	univerzitetski	lex	university		
flores-1268	flores	Ukaova puška se zaglavila kada je bila uperena u glavu petog čovjeka. Schneider osjeća neprestanu bol, sljepoću u jednom oku, nedostaje mu dio lobanje, a lice mu je rekonstruisano titanijumom.	Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.	čovjeka	yat	man	Ukaova puška se zaglavila kada je bila uperena u glavu petog čoveka. Schneider osjeća neprestanu bol, sljepoću u jednom oku, nedostaje mu dio lobanje, a lice mu je rekonstruisano titanijumom.	čovjeka>čoveka
flores-1286	flores	Profesorica Pamela Ferguson sa Univerziteta Dundee napominje da „izgleda da novinari zaista hodaju po tankoj liniji ako objavljuju fotografije osumnjičenih.“	"Professor Pamela Ferguson of the University of Dundee notes ""journalists do seem to be walking a dangerous line if publishing photos etc of suspects."""	univerziteta	lex	university		
flores-1296	flores	Prošli mjesec, predsjednička komisija predložila je da prethodni CEP podnese ostavku kao dio paketa mjera za kretanje države prema novim izborima.	Last month a presidential commission recommended the prior CEP's resignation as part of a package of measures to move the country towards new elections.	mjera	yat	measures	Prošli mjesec, predsjednička komisija predložila je da prethodni CEP podnese ostavku kao dio paketa mera za kretanje države prema novim izborima.	mjera>mera
flores-1301	flores	Prošle sedmice, METI je najavio da ga je Apple obavijestio o 34 dodatna slučaja pregrijavanja, za što kompanija navodi da „nije ozbiljno“.	"Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called ""non-serious."""	sedmice	lex	week		
flores-1302	flores	Ministarstvo je odgovorilo tako što je Appleovo odlaganje izvještaja nazvalo „zaista žalosnim“.	"The ministry responded by calling Apple's postponement of the report ""truly regrettable."""	izvještaja	yat	report	Ministarstvo je odgovorilo tako što je Appleovo odlaganje izveštaja nazvalo „zaista žalosnim“.	izvještaja>izveštaja
flores-1309	flores	Ranije je pušteno šest talaca, uključujući djecu, starije i fotografe s Filipina.	Six hostages, including the children and elderly, were released early, as were the Filipino photographers.	djecu	yat	children	Ranije je pušteno šest talaca, uključujući decu, starije i fotografe s Filipina.	djecu>decu
flores-1325	flores	Curtis Cooper, profesor matematike i kompjuterskih nauka na Univerzitetu u Centralnom Missouriju je 25. januara otkrio najveći poznati prosti broj.	Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.	univerzitetu	lex	university		
flores-1334	flores	Neće se uključiti nikakav dodatni prijevoz i nadzemni vozovi se neće zaustaviti na Wembleyu, a parkinzi za automobile i parkinzi za presjedanje na autobus nisu dostupni u blizini stadiona.	No extra transport is being put on and overground trains will not stop at Wembley, and car parking and park-and-ride facilities are unavailable at the ground.	vozovi	lex	trains	Neće se uključiti nikakav dodatni prijevoz i nadzemni vlakovi se neće zaustaviti na Wembleyu, a parkinzi za automobile i parkinzi za presjedanje na autobus nisu dostupni u blizini stadiona.	vozovi>vlakovi
flores-1341	flores	To se naziva pH-vrijednost hemijske supstance. Indikator možete napraviti korištenjem soka crvenog kupusa.	This is called a chemical's pH. You can make an indicator using red cabbage juice.	hemijske	lex	chemical	To se naziva pH-vrijednost kemijske supstance. Indikator možete napraviti korištenjem soka crvenog kupusa.	hemijske>kemijske
flores-1354	flores	Točak je promijenio svijet na nevjerovatne načine. Najvažnija stvar koju nam je točak obezbijedio je mnogo lakši i brži transport.	The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.	promijenio|svijet	yat|yat	changed|world	Točak je promenio svet na nevjerovatne načine. Najvažnija stvar koju nam je točak obezbijedio je mnogo lakši i brži transport.	promijenio>promenio|svijet>svet
flores-1355	flores	Donio nam je voz, automobil i mnoge druge uređaje za prijevoz.	It has brought us the train, the car, and many other transportation devices.	voz	lex	train	Donio nam je vlak, automobil i mnoge druge uređaje za prijevoz.	voz>vlak
flores-1358	flores	Tajna njihovog uspjeha je koncept niše, specijalne vještine koju posjeduje svaka mačka i zbog čega se ne takmiči s drugima.	The secret to their success is the concept of the niche, a special job each cat holds that keeps it from competing with others.	uspjeha	yat	success	Tajna njihovog uspeha je koncept niše, specijalne vještine koju posjeduje svaka mačka i zbog čega se ne takmiči s drugima.	uspjeha>uspeha
flores-1361	flores	Žene su obično blisko povezane jedna sa drugom jer se radi o velikoj porodici sestara i kćerki.	The females are usually closely related to each other, being a large family of sisters and daughters.	porodici	lex	family	Žene su obično blisko povezane jedna sa drugom jer se radi o velikoj obitelji sestara i kćerki.	porodici>obitelji
flores-1371	flores	Prvobitna populacija se uopće nije promijenila, i dalje im trebaju prilagodbe kao i ranije.	The original population hasn't changed at all, they still need the same adaptations as before.	promijenila	yat	changed	Prvobitna populacija se uopće nije promenila, i dalje im trebaju prilagodbe kao i ranije.	promijenila>promenila
flores-1373	flores	Konačno, nakon hiljada ili čak miliona godina, dvije populacije će se toliko razlikovati da se neće moći nazvati istom vrstom.	Eventually, after thousands or even millions of years, the two populations will look so different that they can't be called the same species.	hiljada	lex	thousands	Konačno, nakon tisuća ili čak miliona godina, dvije populacije će se toliko razlikovati da se neće moći nazvati istom vrstom.	hiljada>tisuća
flores-1377	flores	Od biljaka gradimo kuće i pravimo odjeću. Većina namirnica koje jedemo su biljke. Bez biljaka životinje ne bi mogle preživjeti.	We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.	odjeću	yat	clothes	Od biljaka gradimo kuće i pravimo odeću. Većina namirnica koje jedemo su biljke. Bez biljaka životinje ne bi mogle preživjeti.	odjeću>odeću
flores-1384	flores	Stara rimska jela nisu mogla uključivati hranu koja je u Evropu došla iz Amerike ili Azije u kasnijim stoljećima.	Ancient Roman meals couldn't have included foods that came to Europe from America or from Asia in later centuries.	evropu	lex	europe	Stara rimska jela nisu mogla uključivati hranu koja je u Europu došla iz Amerike ili Azije u kasnijim stoljećima.	Evropu>Europu
flores-1392	flores	Veći dio života hebrejske porodice odvijao se na otvorenom.	Most of the life of the Hebrew family happened in the open air.	porodice	lex	family	Veći dio života hebrejske obitelji odvijao se na otvorenom.	porodice>obitelji
flores-1397	flores	Iako je svaka država bila „skandinavska“, postojalo je mnogo razlika između naroda, kraljeva, običaja i historije Danske, Švedske, Norveške i Islanda.	Though each country was 'Scandinavian', there were many differences between the people, kings, customs and history of Denmark, Sweden, Norway and Iceland.	historije	lex	history	Iako je svaka država bila „skandinavska“, postojalo je mnogo razlika između naroda, kraljeva, običaja i istorije Danske, Švedske, Norveške i Islanda.	historije>istorije
